Gebietsschlüssel;Gebietsbezeichnung;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §19;Wähler;Wähler mit Wahlschein;Wahlbeteiligung;Berechnungsmethode Wahlbeteiligung;ungültige Erststimmen;gültige Erststimmen;ungültige Erststimmen in %;gültige Erstsstimmen in %;SPD Erststimmen;CDU Erststimmen;GRÜNE Erststimmen;FDP Erststimmen;Linke Erststimmen;FREIE WÄHLER Erststimmen;PIRATEN Erststimmen;NPD Erststimmen;REP Erststimmen;ödp Erststimmen;ALFA Erststimmen;AfD Erststimmen;III. Weg Erststimmen;DIE EINHEIT Erststimmen;FRIEDENSKÄMPFER Erststimmen;Pestemer Erststimmen;Sonstige Erststimmen;;;;;;;;;SPD Erststimmen in %;CDU Erststimmen in %;GRÜNE Erststimmen in %;FDP Erststimmen in %;Linke Erststimmen in %;FREIE WÄHLER Erststimmen in %;PIRATEN Erststimmen in %;NPD Erststimmen in %;REP Erststimmen in %;ödp Erststimmen in %;ALFA Erststimmen in %;AfD Erststimmen in %;III. Weg Erststimmen in %;DIE EINHEIT Erststimmen in %;FRIEDENSKÄMPFER Erststimmen in %;Pestemer Erststimmen in %;Sonstige Erststimmen in %;;;;;;;;;ungültige Zweitstimmen;gültige Zweitstimmen;ungültige Zweitstimmen in %;gültige Zweitstimmen in %;SPD Zweitstimmen;CDU Zweitstimmen;GRÜNE Zweitstimmen;FDP Zweitstimmen;Linke Zweitstimmen;FREIE WÄHLER Zweitstimmen;PIRATEN Zweitstimmen;NPD Zweitstimmen;REP Zweitstimmen;ödp Zweitstimmen;ALFA Zweitstimmen;AfD Zweitstimmen;III. Weg Zweitstimmen;DIE EINHEIT Zweitstimmen;FRIEDENSKÄMPFER Zweitstimmen;Pestemer Zweitstimmen;Sonstige Zweitstimmen;;;;;;;;;SPD Zweitstimmen in %;CDU Zweitstimmen in %;GRÜNE Zweitstimmen in %;FDP Zweitstimmen in %;Linke Zweitstimmen in %;FREIE WÄHLER Zweitstimmen in %;PIRATEN Zweitstimmen in %;NPD Zweitstimmen in %;REP Zweitstimmen in %;ödp Zweitstimmen in %;ALFA Zweitstimmen in %;AfD Zweitstimmen in %;III. Weg Zweitstimmen in %;DIE EINHEIT Zweitstimmen in %;FRIEDENSKÄMPFER Zweitstimmen in %;Pestemer Zweitstimmen in %;Sonstige Zweitstimmen in %;;;;;;;;;Gewählter Direktkandidat;Partei des Direktkandidaten;Anzahl Stimmbezirke;Anzahl ausgezählter Stimmbezirke;Zeitpunkt der letzten Änderung
0003320200000;Freinsheim, VG;12281;8501;3780;0;9400;3653;76,5;2;110;9290;1,2;98,8;3329;2990;489;689;176;672;;;;;;945;;;;;;;;;;;;;;35,8;32,2;5,3;7,4;1,9;7,2;;;;;;10,2;;;;;;;;;;;;;;70;9330;0,7;99,3;3545;2713;446;815;152;418;34;38;26;25;49;1057;9;3;;;;;;;;;;;;38;29,1;4,8;8,7;1,6;4,5;0,4;0,4;0,3;0,3;0,5;11,3;0,1;0;;;;;;;;;;;;;;19;19;13.03.2016 21:01:52
0003320300000;Grünstadt-Land, VG;15908;11698;4210;0;12453;3997;78,3;2;242;12211;1,9;98,1;4398;3528;693;692;319;965;;;;;;1616;;;;;;;;;;;;;;36;28,9;5,7;5,7;2,6;7,9;;;;;;13,2;;;;;;;;;;;;;;173;12280;1,4;98,6;4686;3335;569;772;253;458;85;76;37;32;115;1837;18;7;;;;;;;;;;;;38,2;27,2;4,6;6,3;2,1;3,7;0,7;0,6;0,3;0,3;0,9;15;0,1;0,1;;;;;;;;;;;;;;19;19;13.03.2016 20:16:40
0003320400000;Hettenleidelheim, VG;8344;6190;2154;0;6042;2061;72,4;2;266;5776;4,4;95,6;2141;2009;330;379;269;648;;;;;;;;;;;;;;;;;;;;37,1;34,8;5,7;6,6;4,7;11,2;;;;;;;;;;;;;;;;;;;;99;5943;1,6;98,4;2152;1790;282;286;129;175;48;49;13;19;32;958;5;5;;;;;;;;;;;;36,2;30,1;4,7;4,8;2,2;2,9;0,8;0,8;0,2;0,3;0,5;16,1;0,1;0,1;;;;;;;;;;;;;;7;7;13.03.2016 20:38:33
0003320500000;Lambrecht (Pfalz), VG;9756;6783;2973;0;6825;2832;70;2;235;6590;3,4;96,6;2404;2046;333;326;341;1140;;;;;;;;;;;;;;;;;;;;36,5;31;5,1;4,9;5,2;17,3;;;;;;;;;;;;;;;;;;;;105;6720;1,5;98,5;2692;1704;250;267;181;354;41;46;22;24;27;1082;24;6;;;;;;;;;;;;40,1;25,4;3,7;4;2,7;5,3;0,6;0,7;0,3;0,4;0,4;16,1;0,4;0,1;;;;;;;;;;;;;;13;13;13.03.2016 20:01:14
0003320600000;Wachenheim an der Weinstraße, VG;7915;5285;2630;0;6297;2516;79,6;2;59;6238;0,9;99,1;2171;1997;420;491;104;517;;;;;;538;;;;;;;;;;;;;;34,8;32;6,7;7,9;1,7;8,3;;;;;;8,6;;;;;;;;;;;;;;57;6240;0,9;99,1;2308;1943;346;532;111;213;26;17;11;13;38;669;9;4;;;;;;;;;;;;37;31,1;5,5;8,5;1,8;3,4;0,4;0,3;0,2;0,2;0,6;10,7;0,1;0,1;;;;;;;;;;;;;;6;6;13.03.2016 20:44:14
0003330000000;Donnersbergkreis, Landkreis;58225;44668;13557;0;40951;13007;70,3;2;1476;39475;3,6;96,4;14761;12228;2899;2715;2204;4668;;;;;;;;;;;;;;;;;;;;37,4;31;7,3;6,9;5,6;11,8;;;;;;;;;;;;;;;;;;;;650;40301;1,6;98,4;15773;10314;1874;2277;1189;1332;356;348;113;117;216;6244;60;88;;;;;;;;;;;;39,1;25,6;4,7;5,6;3;3,3;0,9;0,9;0,3;0,3;0,5;15,5;0,1;0,2;;;;;;;;;;;;;;119;119;15.03.2016 16:36:04
0003330100000;Alsenz-Obermoschel, VG;5340;4309;1031;0;3926;992;73,5;2;150;3776;3,8;96,2;1507;1219;248;250;187;365;;;;;;;;;;;;;;;;;;;;39,9;32,3;6,6;6,6;5;9,7;;;;;;;;;;;;;;;;;;;;58;3868;1,5;98,5;1605;1013;164;206;109;72;34;38;5;8;14;590;10;0;;;;;;;;;;;;41,5;26,2;4,2;5,3;2,8;1,9;0,9;1;0,1;0,2;0,4;15,3;0,3;0;;;;;;;;;;;;;;16;16;15.03.2016 16:36:04
0003330200000;Eisenberg (Pfalz), VG;9658;7084;2574;0;6521;2456;67,5;2;244;6277;3,7;96,3;2838;1542;348;330;405;814;;;;;;;;;;;;;;;;;;;;45,2;24,6;5,5;5,3;6,5;13;;;;;;;;;;;;;;;;;;;;99;6422;1,5;98,5;2721;1395;268;286;192;278;52;69;17;20;34;1063;16;11;;;;;;;;;;;;42,4;21,7;4,2;4,5;3;4,3;0,8;1,1;0,3;0,3;0,5;16,6;0,2;0,2;;;;;;;;;;;;;;13;13;15.03.2016 14:44:44
0003330300000;Göllheim, VG;9384;6916;2468;0;6728;2363;71,7;2;211;6517;3,1;96,9;2057;2024;584;391;323;1138;;;;;;;;;;;;;;;;;;;;31,6;31,1;9;6;5;17,5;;;;;;;;;;;;;;;;;;;;96;6632;1,4;98,6;2403;1754;308;366;171;336;57;46;29;22;42;1081;9;8;;;;;;;;;;;;36,2;26,4;4,6;5,5;2,6;5,1;0,9;0,7;0,4;0,3;0,6;16,3;0,1;0,1;;;;;;;;;;;;;;20;20;15.03.2016 10:03:11
0003330400000;Kirchheimbolanden, VG;14710;11516;3194;0;10107;3063;68,7;2;367;9740;3,6;96,4;3279;3324;838;622;607;1070;;;;;;;;;;;;;;;;;;;;33,7;34,1;8,6;6,4;6,2;11;;;;;;;;;;;;;;;;;;;;153;9954;1,5;98,5;3747;2631;478;563;314;287;79;93;27;23;51;1612;9;40;;;;;;;;;;;;37,6;26,4;4,8;5,7;3,2;2,9;0,8;0,9;0,3;0,2;0,5;16,2;0,1;0,4;;;;;;;;;;;;;;25;25;14.03.2016 12:13:58
0003330500000;Rockenhausen, VG;8820;6901;1919;0;6219;1828;70,5;2;227;5992;3,7;96,3;2512;1738;427;528;332;455;;;;;;;;;;;;;;;;;;;;41,9;29;7,1;8,8;5,5;7,6;;;;;;;;;;;;;;;;;;;;118;6101;1,9;98,1;2609;1508;315;434;202;101;46;42;15;20;28;763;9;9;;;;;;;;;;;;42,8;24,7;5,2;7,1;3,3;1,7;0,8;0,7;0,2;0,3;0,5;12,5;0,1;0,1;;;;;;;;;;;;;;27;27;15.03.2016 12:58:51
0003330600000;Winnweiler, VG;10313;7942;2371;0;7450;2305;72,2;2;277;7173;3,7;96,3;2568;2381;454;594;350;826;;;;;;;;;;;;;;;;;;;;35,8;33,2;6,3;8,3;4,9;11,5;;;;;;;;;;;;;;;;;;;;126;7324;1,7;98,3;2688;2013;341;422;201;258;88;60;20;24;47;1135;7;20;;;;;;;;;;;;36,7;27,5;4,7;5,8;2,7;3,5;1,2;0,8;0,3;0,3;0,6;15,5;0,1;0,3;;;;;;;;;;;;;;18;18;14.03.2016 10:57:40
0003340000000;Germersheim, Landkreis;93721;69704;24017;0;67772;22938;72,3;2;1343;66429;2;98;21105;21931;3502;5037;1835;1826;191;;;;;11002;;;;;;;;;;;;;;31,8;33;5,3;7,6;2,8;2,7;0,3;;;;;16,6;;;;;;;;;;;;;;1056;66716;1,6;98,4;22596;19090;3107;4266;1555;1707;542;497;309;286;477;12100;89;95;;;;;;;;;;;;33,9;28,6;4,7;6,4;2,3;2,6;0,8;0,7;0,5;0,4;0,7;18,1;0,1;0,1;;;;;;;;;;;;;;102;102;16.03.2016 10:52:25
0003340100000;Bellheim, VG;10645;7477;3168;0;7945;3028;74,6;2;162;7783;2;98;2175;2515;311;991;191;316;;;;;;1284;;;;;;;;;;;;;;27,9;32,3;4;12,7;2,5;4,1;;;;;;16,5;;;;;;;;;;;;;;130;7815;1,6;98,4;2448;2300;310;578;166;207;53;70;58;94;74;1427;25;5;;;;;;;;;;;;31,3;29,4;4;7,4;2,1;2,6;0,7;0,9;0,7;1,2;0,9;18,3;0,3;0,1;;;;;;;;;;;;;;13;13;16.03.2016 10:52:25
0003340200000;Hagenbach, VG;8250;6081;2169;0;6143;2102;74,5;2;101;6042;1,6;98,4;1950;2102;315;383;153;250;;;;;;889;;;;;;;;;;;;;;32,3;34,8;5,2;6,3;2,5;4,1;;;;;;14,7;;;;;;;;;;;;;;83;6060;1,4;98,6;2067;1871;287;373;117;174;45;36;17;12;38;1013;5;5;;;;;;;;;;;;34,1;30,9;4,7;6,2;1,9;2,9;0,7;0,6;0,3;0,2;0,6;16,7;0,1;0,1;;;;;;;;;;;;;;6;6;15.03.2016 11:54:58
0003340300000;Jockgrim, VG;13011;9100;3911;0;9932;3756;76,3;2;143;9789;1,4;98,6;3064;3537;550;669;217;332;;;;;;1420;;;;;;;;;;;;;;31,3;36,1;5,6;6,8;2,2;3,4;;;;;;14,5;;;;;;;;;;;;;;124;9808;1,2;98,8;3319;3031;522;654;175;211;90;68;22;33;58;1612;7;6;;;;;;;;;;;;33,8;30,9;5,3;6,7;1,8;2,2;0,9;0,7;0,2;0,3;0,6;16,4;0,1;0,1;;;;;;;;;;;;;;10;10;14.03.2016 08:29:10
0003340400000;Kandel, VG;12088;9240;2848;0;9165;2690;75,8;2;165;9000;1,8;98,2;3575;2283;618;989;297;;;;;;;1238;;;;;;;;;;;;;;39,7;25,4;6,9;11;3,3;;;;;;;13,8;;;;;;;;;;;;;;115;9050;1,3;98,7;3486;2310;525;702;235;278;78;44;27;29;63;1256;10;7;;;;;;;;;;;;38,5;25,5;5,8;7,8;2,6;3,1;0,9;0,5;0,3;0,3;0,7;13,9;0,1;0,1;;;;;;;;;;;;;;16;16;14.03.2016 11:33:40
0003340500000;Lingenfeld, VG;12213;8965;3248;0;9141;3120;74,8;2;185;8956;2;98;3065;2555;533;489;233;;191;;;;;1890;;;;;;;;;;;;;;34,2;28,5;6;5,5;2,6;;2,1;;;;;21,1;;;;;;;;;;;;;;122;9019;1,3;98,7;3234;2177;421;531;193;270;86;66;64;32;71;1843;18;13;;;;;;;;;;;;35,9;24,1;4,7;5,9;2,1;3;1;0,7;0,7;0,4;0,8;20,4;0,2;0,1;;;;;;;;;;;;;;11;11;14.03.2016 13:39:12
0003340600000;Rülzheim, VG;11820;8103;3717;0;8834;3567;74,7;2;134;8700;1,5;98,5;1904;3943;302;519;161;401;;;;;;1470;;;;;;;;;;;;;;21,9;45,3;3,5;6;1,9;4,6;;;;;;16,9;;;;;;;;;;;;;;119;8715;1,3;98,7;2478;2962;306;490;145;266;52;90;46;45;67;1751;11;6;;;;;;;;;;;;28,4;34;3,5;5,6;1,7;3,1;0,6;1;0,5;0,5;0,8;20,1;0,1;0,1;;;;;;;;;;;;;;14;14;14.03.2016 14:50:15
0003350000000;Kaiserslautern, Landkreis;81255;63374;17881;0;58693;17121;72,2;2;1900;56793;3,2;96,8;21181;19074;2835;3099;2964;4861;;;;;;2779;;;;;;;;;;;;;;37,3;33,6;5;5,5;5,2;8,6;;;;;;4,9;;;;;;;;;;;;;;1148;57545;2;98;21590;16718;2390;2789;1792;1970;452;412;176;151;349;8494;89;173;;;;;;;;;;;;37,5;29,1;4,2;4,8;3,1;3,4;0,8;0,7;0,3;0,3;0,6;14,8;0,2;0,3;;;;;;;;;;;;;;114;114;15.03.2016 11:30:57
0003350100000;Bruchmühlbach-Miesau, VG;7875;6588;1287;0;5128;1221;65,1;2;220;4908;4,3;95,7;2088;1667;192;254;297;410;;;;;;;;;;;;;;;;;;;;42,5;34;3,9;5,2;6,1;8,4;;;;;;;;;;;;;;;;;;;;133;4995;2,6;97,4;2019;1325;176;225;159;117;42;43;15;12;52;786;5;19;;;;;;;;;;;;40,4;26,5;3,5;4,5;3,2;2,3;0,8;0,9;0,3;0,2;1;15,7;0,1;0,4;;;;;;;;;;;;;;11;11;15.03.2016 10:18:36
0003350200000;Enkenbach-Alsenborn, VG;15200;11582;3618;0;11066;3496;72,8;2;218;10848;2;98;4037;3146;538;743;353;759;;;;;;1272;;;;;;;;;;;;;;37,2;29;5;6,8;3,3;7;;;;;;11,7;;;;;;;;;;;;;;176;10890;1,6;98,4;4155;2950;569;628;309;431;85;91;37;27;49;1510;30;19;;;;;;;;;;;;38,2;27,1;5,2;5,8;2,8;4;0,8;0,8;0,3;0,2;0,4;13,9;0,3;0,2;;;;;;;;;;;;;;15;15;14.03.2016 15:32:41
0003350400000;Kaiserslautern-Süd, VG;8622;6282;2340;0;6452;2227;74,8;2;173;6279;2,7;97,3;1948;2154;297;388;196;512;;;;;;784;;;;;;;;;;;;;;31;34,3;4,7;6,2;3,1;8,2;;;;;;12,5;;;;;;;;;;;;;;114;6338;1,8;98,2;2163;2072;243;365;156;245;38;50;19;22;37;909;10;9;;;;;;;;;;;;34,1;32,7;3,8;5,8;2,5;3,9;0,6;0,8;0,3;0,3;0,6;14,3;0,2;0,1;;;;;;;;;;;;;;10;10;14.03.2016 12:47:30
0003350500000;Landstuhl, VG;11362;8914;2448;0;7828;2364;68,9;2;327;7501;4,2;95,8;2344;3189;330;428;475;735;;;;;;;;;;;;;;;;;;;;31,2;42,5;4,4;5,7;6,3;9,8;;;;;;;;;;;;;;;;;;;;158;7670;2;98;2435;2630;251;359;248;230;66;42;28;14;49;1276;7;35;;;;;;;;;;;;31,7;34,3;3,3;4,7;3,2;3;0,9;0,5;0,4;0,2;0,6;16,6;0,1;0,5;;;;;;;;;;;;;;13;13;13.03.2016 20:04:05
0003350800000;Ramstein-Miesenbach, VG;12545;10106;2439;0;9273;2332;73,9;2;381;8892;4,1;95,9;2840;4118;395;305;498;736;;;;;;;;;;;;;;;;;;;;31,9;46,3;4,4;3,4;5,6;8,3;;;;;;;;;;;;;;;;;;;;240;9033;2,6;97,4;3285;3166;298;299;236;267;66;52;27;11;48;1232;9;37;;;;;;;;;;;;36,4;35;3,3;3,3;2,6;3;0,7;0,6;0,3;0,1;0,5;13,6;0,1;0,4;;;;;;;;;;;;;;25;25;14.03.2016 14:49:59
0003350900000;Weilerbach, VG;10743;8481;2262;0;8039;2175;74,8;2;244;7795;3;97;3594;2080;523;388;510;700;;;;;;;;;;;;;;;;;;;;46,1;26,7;6,7;5;6,5;9;;;;;;;;;;;;;;;;;;;;133;7906;1,7;98,3;3279;1938;356;394;321;242;70;37;16;26;55;1133;11;28;;;;;;;;;;;;41,5;24,5;4,5;5;4,1;3,1;0,9;0,5;0,2;0,3;0,7;14,3;0,1;0,4;;;;;;;;;;;;;;14;14;15.03.2016 11:30:57
0003351000000;Otterbach-Otterberg, VG;14908;11421;3487;0;10907;3306;73,2;2;337;10570;3,1;96,9;4330;2720;560;593;635;1009;;;;;;723;;;;;;;;;;;;;;41;25,7;5,3;5,6;6;9,5;;;;;;6,8;;;;;;;;;;;;;;194;10713;1,8;98,2;4254;2637;497;519;363;438;85;97;34;39;59;1648;17;26;;;;;;;;;;;;39,7;24,6;4,6;4,8;3,4;4,1;0,8;0,9;0,3;0,4;0,6;15,4;0,2;0,2;;;;;;;;;;;;;;26;26;14.03.2016 14:50:31
0003360000000;Kusel, Landkreis;57530;46919;10608;3;40926;10083;71,1;2;907;40019;2,2;97,8;16891;9050;2489;1802;1739;3011;;;;;;5037;;;;;;;;;;;;;;42,2;22,6;6,2;4,5;4,3;7,5;;;;;;12,6;;;;;;;;;;;;;;683;40243;1,7;98,3;17227;9127;1701;1770;1358;1553;307;387;170;103;223;6154;77;86;;;;;;;;;;;;42,8;22,7;4,2;4,4;3,4;3,9;0,8;1;0,4;0,3;0,6;15,3;0,2;0,2;;;;;;;;;;;;;;123;123;15.03.2016 14:30:01
0003360100000;Altenglan, VG;7992;6419;1573;0;5877;1502;73,5;2;142;5735;2,4;97,6;2632;1164;367;229;244;444;;;;;;655;;;;;;;;;;;;;;45,9;20,3;6,4;4;4,3;7,7;;;;;;11,4;;;;;;;;;;;;;;105;5772;1,8;98,2;2568;1228;250;221;181;239;38;49;24;14;26;909;15;10;;;;;;;;;;;;44,5;21,3;4,3;3,8;3,1;4,1;0,7;0,8;0,4;0,2;0,5;15,7;0,3;0,2;;;;;;;;;;;;;;21;21;15.03.2016 14:20:44
0003360200000;Glan-Münchweiler, VG;7545;6036;1509;0;5621;1404;74,5;2;109;5512;1,9;98,1;2229;1083;433;201;199;766;;;;;;601;;;;;;;;;;;;;;40,4;19,6;7,9;3,6;3,6;13,9;;;;;;10,9;;;;;;;;;;;;;;80;5541;1,4;98,6;2498;1162;220;209;179;348;39;52;17;8;30;763;13;3;;;;;;;;;;;;45,1;21;4;3,8;3,2;6,3;0,7;0,9;0,3;0,1;0,5;13,8;0,2;0,1;;;;;;;;;;;;;;13;13;13.03.2016 19:53:53
0003360300000;Kusel, VG;10607;8750;1857;0;7625;1790;71,9;2;149;7476;2;98;3420;1457;575;317;238;535;;;;;;934;;;;;;;;;;;;;;45,7;19,5;7,7;4,2;3,2;7,2;;;;;;12,5;;;;;;;;;;;;;;124;7501;1,6;98,4;3225;1556;421;361;205;259;48;47;28;19;44;1261;10;17;;;;;;;;;;;;43;20,7;5,6;4,8;2,7;3,5;0,6;0,6;0,4;0,3;0,6;16,8;0,1;0,2;;;;;;;;;;;;;;24;24;14.03.2016 16:36:30
0003360500000;Schönenberg-Kübelberg, VG;9822;8202;1620;0;6866;1537;69,9;2;171;6695;2,5;97,5;2446;1972;333;268;302;435;;;;;;939;;;;;;;;;;;;;;36,5;29,5;5;4;4,5;6,5;;;;;;14;;;;;;;;;;;;;;140;6726;2;98;2523;1847;247;253;242;251;77;103;34;23;28;1067;12;19;;;;;;;;;;;;37,5;27,5;3,7;3,8;3,6;3,7;1,1;1,5;0,5;0,3;0,4;15,9;0,2;0,3;;;;;;;;;;;;;;10;10;13.03.2016 19:55:06
0003360600000;Waldmohr, VG;6270;5194;1076;0;4000;1027;63,8;2;112;3888;2,8;97,2;1612;896;269;188;180;149;;;;;;594;;;;;;;;;;;;;;41,5;23;6,9;4,8;4,6;3,8;;;;;;15,3;;;;;;;;;;;;;;81;3919;2;98;1630;929;165;184;149;88;30;52;13;15;33;600;5;26;;;;;;;;;;;;41,6;23,7;4,2;4,7;3,8;2,2;0,8;1,3;0,3;0,4;0,8;15,3;0,1;0,7;;;;;;;;;;;;;;8;8;15.03.2016 14:30:01
0003360800000;Lauterecken-Wolfstein, VG;15294;12318;2973;3;10937;2823;71,5;2;224;10713;2;98;4552;2478;512;599;576;682;;;;;;1314;;;;;;;;;;;;;;42,5;23,1;4,8;5,6;5,4;6,4;;;;;;12,3;;;;;;;;;;;;;;153;10784;1,4;98,6;4783;2405;398;542;402;368;75;84;54;24;62;1554;22;11;;;;;;;;;;;;44,4;22,3;3,7;5;3,7;3,4;0,7;0,8;0,5;0,2;0,6;14,4;0,2;0,1;;;;;;;;;;;;;;47;47;14.03.2016 14:22:01
0003370000000;Südliche Weinstraße, Landkreis;87190;64812;22377;1;65806;21438;75,5;2;1725;64081;2,6;97,4;23290;20806;4399;6258;1814;;240;664;;;;6610;;;;;;;;;;;;;;36,3;32,5;6,9;9,8;2,8;;0,4;1;;;;10,3;;;;;;;;;;;;;;999;64807;1,5;98,5;23750;19331;3609;4712;1309;1372;564;355;168;234;527;8770;58;48;;;;;;;;;;;;36,6;29,8;5,6;7,3;2;2,1;0,9;0,5;0,3;0,4;0,8;13,5;0,1;0,1;;;;;;;;;;;;;;110;110;16.03.2016 08:50:45
0003370100000;Annweiler am Trifels, VG;13288;9668;3620;0;9625;3439;72,4;2;607;9018;6,3;93,7;3261;2998;746;932;417;;;664;;;;;;;;;;;;;;;;;;36,2;33,2;8,3;10,3;4,6;;;7,4;;;;;;;;;;;;;;;;;;203;9422;2,1;97,9;3400;2654;502;574;213;215;81;94;37;44;103;1486;7;12;;;;;;;;;;;;36,1;28,2;5,3;6,1;2,3;2,3;0,9;1;0,4;0,5;1,1;15,8;0,1;0,1;;;;;;;;;;;;;;22;22;14.03.2016 15:27:11
0003370200000;Bad Bergzabern, VG;19044;14567;4477;0;13886;4274;72,9;2;304;13582;2,2;97,8;5767;3173;968;1526;434;;;;;;;1714;;;;;;;;;;;;;;42,5;23,4;7,1;11,2;3,2;;;;;;;12,6;;;;;;;;;;;;;;204;13682;1,5;98,5;5663;3408;689;1038;333;246;99;62;38;48;95;1943;10;10;;;;;;;;;;;;41,4;24,9;5;7,6;2,4;1,8;0,7;0,5;0,3;0,4;0,7;14,2;0,1;0,1;;;;;;;;;;;;;;24;24;15.03.2016 08:49:26
0003370300000;Edenkoben, VG;15571;11272;4299;0;12165;4119;78,1;2;234;11931;1,9;98,1;4034;4501;784;772;245;;172;;;;;1423;;;;;;;;;;;;;;33,8;37,7;6,6;6,5;2,1;;1,4;;;;;11,9;;;;;;;;;;;;;;160;12005;1,3;98,7;4098;3814;735;937;245;302;103;48;26;44;107;1522;13;11;;;;;;;;;;;;34,1;31,8;6,1;7,8;2;2,5;0,9;0,4;0,2;0,4;0,9;12,7;0,1;0,1;;;;;;;;;;;;;;21;21;15.03.2016 10:12:40
0003370400000;Herxheim, VG;12015;8840;3175;0;9171;3058;76,3;2;151;9020;1,6;98,4;2569;3530;556;885;235;;;;;;;1245;;;;;;;;;;;;;;28,5;39,1;6,2;9,8;2,6;;;;;;;13,8;;;;;;;;;;;;;;112;9059;1,2;98,8;2835;3052;491;649;159;188;84;54;28;31;74;1389;17;8;;;;;;;;;;;;31,3;33,7;5,4;7,2;1,8;2,1;0,9;0,6;0,3;0,3;0,8;15,3;0,2;0,1;;;;;;;;;;;;;;10;10;16.03.2016 08:50:45
0003370500000;Landau-Land, VG;11084;8349;2735;0;8814;2612;79,5;2;176;8638;2;98;3694;2004;648;1106;205;;;;;;;981;;;;;;;;;;;;;;42,8;23,2;7,5;12,8;2,4;;;;;;;11,4;;;;;;;;;;;;;;129;8685;1,5;98,5;3554;2216;574;698;162;140;75;54;21;37;70;1076;5;3;;;;;;;;;;;;40,9;25,5;6,6;8;1,9;1,6;0,9;0,6;0,2;0,4;0,8;12,4;0,1;0;;;;;;;;;;;;;;18;18;15.03.2016 08:58:19
0003370600000;Maikammer, VG;6419;4402;2016;1;4884;1944;76,1;2;106;4778;2,2;97,8;1196;2504;293;235;94;;68;;;;;388;;;;;;;;;;;;;;25;52,4;6,1;4,9;2;;1,4;;;;;8,1;;;;;;;;;;;;;;87;4797;1,8;98,2;1346;2162;254;311;83;110;84;15;5;11;31;382;2;1;;;;;;;;;;;;28,1;45,1;5,3;6,5;1,7;2,3;1,8;0,3;0,1;0,2;0,6;8;0;0;;;;;;;;;;;;;;5;5;13.03.2016 20:27:36
0003370700000;Offenbach an der Queich, VG;9769;7714;2055;0;7261;1992;74,3;2;147;7114;2;98;2769;2096;404;802;184;;;;;;;859;;;;;;;;;;;;;;38,9;29,5;5,7;11,3;2,6;;;;;;;12,1;;;;;;;;;;;;;;104;7157;1,4;98,6;2854;2025;364;505;114;171;38;28;13;19;47;972;4;3;;;;;;;;;;;;39,9;28,3;5,1;7,1;1,6;2,4;0,5;0,4;0,2;0,3;0,7;13,6;0,1;0;;;;;;;;;;;;;;10;10;15.03.2016 10:36:30
0003380000000;Rhein-Pfalz-Kreis, Landkreis;116359;84507;31852;0;88769;30480;76,3;2;1470;87299;1,7;98,3;25888;30121;6138;5053;1969;3506;;;211;504;249;13660;;;;;;;;;;;;;;29,7;34,5;7;5,8;2,3;4;;;0,2;0,6;0,3;15,6;;;;;;;;;;;;;;1200;87569;1,4;98,6;29349;26227;4767;5599;1829;2513;649;445;416;350;848;14305;215;57;;;;;;;;;;;;33,5;30;5,4;6,4;2,1;2,9;0,7;0,5;0,5;0,4;1;16,3;0,2;0,1;;;;;;;;;;;;;;123;123;15.03.2016 15:13:38
0003380100000;Dannstadt-Schauernheim, VG;10079;7262;2817;0;7788;2702;77,3;2;122;7666;1,6;98,4;2054;2995;401;458;133;404;;;;95;;1126;;;;;;;;;;;;;;26,8;39,1;5,2;6;1,7;5,3;;;;1,2;;14,7;;;;;;;;;;;;;;98;7690;1,3;98,7;2442;2567;347;546;133;249;57;32;24;44;57;1173;13;6;;;;;;;;;;;;31,8;33,4;4,5;7,1;1,7;3,2;0,7;0,4;0,3;0,6;0,7;15,3;0,2;0,1;;;;;;;;;;;;;;16;16;15.03.2016 08:40:24
0003380400000;Maxdorf, VG;9734;6889;2845;0;7564;2754;77,7;2;108;7456;1,4;98,6;2357;2362;352;559;147;263;;;;213;;1203;;;;;;;;;;;;;;31,6;31,7;4,7;7,5;2;3,5;;;;2,9;;16,1;;;;;;;;;;;;;;81;7483;1,1;98,9;2724;2073;306;532;135;179;56;49;32;72;60;1243;19;3;;;;;;;;;;;;36,4;27,7;4,1;7,1;1,8;2,4;0,7;0,7;0,4;1;0,8;16,6;0,3;0;;;;;;;;;;;;;;8;8;14.03.2016 16:04:41
0003380600000;Lambsheim-Heßheim, VG;12580;9007;3573;0;9797;3449;77,9;2;173;9624;1,8;98,2;3384;3651;437;415;237;;;;;;155;1345;;;;;;;;;;;;;;35,2;37,9;4,5;4,3;2,5;;;;;;1,6;14;;;;;;;;;;;;;;157;9640;1,6;98,4;3454;2946;468;521;206;213;60;46;40;23;143;1500;13;7;;;;;;;;;;;;35,8;30,6;4,9;5,4;2,1;2,2;0,6;0,5;0,4;0,2;1,5;15,6;0,1;0,1;;;;;;;;;;;;;;12;12;15.03.2016 15:13:38
