Gebietsschlüssel;Gebietsbezeichnung;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §19;Wähler;Wähler mit Wahlschein;Wahlbeteiligung;Berechnungsmethode Wahlbeteiligung;ungültige Erststimmen;gültige Erststimmen;ungültige Erststimmen in %;gültige Erstsstimmen in %;SPD Erststimmen;CDU Erststimmen;GRÜNE Erststimmen;FDP Erststimmen;Linke Erststimmen;FREIE WÄHLER Erststimmen;PIRATEN Erststimmen;NPD Erststimmen;REP Erststimmen;ödp Erststimmen;ALFA Erststimmen;AfD Erststimmen;III. Weg Erststimmen;DIE EINHEIT Erststimmen;FRIEDENSKÄMPFER Erststimmen;Pestemer Erststimmen;Sonstige Erststimmen;;;;;;;;;SPD Erststimmen in %;CDU Erststimmen in %;GRÜNE Erststimmen in %;FDP Erststimmen in %;Linke Erststimmen in %;FREIE WÄHLER Erststimmen in %;PIRATEN Erststimmen in %;NPD Erststimmen in %;REP Erststimmen in %;ödp Erststimmen in %;ALFA Erststimmen in %;AfD Erststimmen in %;III. Weg Erststimmen in %;DIE EINHEIT Erststimmen in %;FRIEDENSKÄMPFER Erststimmen in %;Pestemer Erststimmen in %;Sonstige Erststimmen in %;;;;;;;;;ungültige Zweitstimmen;gültige Zweitstimmen;ungültige Zweitstimmen in %;gültige Zweitstimmen in %;SPD Zweitstimmen;CDU Zweitstimmen;GRÜNE Zweitstimmen;FDP Zweitstimmen;Linke Zweitstimmen;FREIE WÄHLER Zweitstimmen;PIRATEN Zweitstimmen;NPD Zweitstimmen;REP Zweitstimmen;ödp Zweitstimmen;ALFA Zweitstimmen;AfD Zweitstimmen;III. Weg Zweitstimmen;DIE EINHEIT Zweitstimmen;FRIEDENSKÄMPFER Zweitstimmen;Pestemer Zweitstimmen;Sonstige Zweitstimmen;;;;;;;;;SPD Zweitstimmen in %;CDU Zweitstimmen in %;GRÜNE Zweitstimmen in %;FDP Zweitstimmen in %;Linke Zweitstimmen in %;FREIE WÄHLER Zweitstimmen in %;PIRATEN Zweitstimmen in %;NPD Zweitstimmen in %;REP Zweitstimmen in %;ödp Zweitstimmen in %;ALFA Zweitstimmen in %;AfD Zweitstimmen in %;III. Weg Zweitstimmen in %;DIE EINHEIT Zweitstimmen in %;FRIEDENSKÄMPFER Zweitstimmen in %;Pestemer Zweitstimmen in %;Sonstige Zweitstimmen in %;;;;;;;;;Gewählter Direktkandidat;Partei des Direktkandidaten;Anzahl Stimmbezirke;Anzahl ausgezählter Stimmbezirke;Zeitpunkt der letzten Änderung
2222310804600;Großlittgen;731;618;113;0;478;104;65,4;2;12;466;2,5;97,5;131;175;25;27;12;47;;;;7;;42;;;;;;;;;;;;;;28,1;37,6;5,4;5,8;2,6;10,1;;;;1,5;;9;;;;;;;;;;;;;;8;470;1,7;98,3;153;193;23;21;14;14;0;5;0;6;2;39;0;0;;;;;;;;;;;;32,6;41,1;4,9;4,5;3;3;0;1,1;0;1,3;0,4;8,3;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:51:40
2222310804900;Hasborn;449;393;56;0;334;53;74,4;2;7;327;2,1;97,9;83;120;60;24;5;8;;;;1;;26;;;;;;;;;;;;;;25,4;36,7;18,3;7,3;1,5;2,4;;;;0,3;;8;;;;;;;;;;;;;;2;332;0,6;99,4;100;132;30;26;4;7;2;0;0;2;3;25;1;0;;;;;;;;;;;;30,1;39,8;9;7,8;1,2;2,1;0,6;0;0;0,6;0,9;7,5;0,3;0;;;;;;;;;;;;;;1;1;13.03.2016 18:53:50
2222310805000;Heckenmünster;105;87;18;0;85;18;81;2;1;84;1,2;98,8;21;34;5;11;0;4;;;;1;;8;;;;;;;;;;;;;;25;40,5;6;13,1;0;4,8;;;;1,2;;9,5;;;;;;;;;;;;;;1;84;1,2;98,8;23;36;5;8;0;0;1;1;0;2;0;8;0;0;;;;;;;;;;;;27,4;42,9;6;9,5;0;0;1,2;1,2;0;2,4;0;9,5;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:00:48
2222310805100;Heidweiler;129;116;13;0;111;12;86;2;1;110;0,9;99,1;31;44;5;13;1;7;;;;0;;9;;;;;;;;;;;;;;28,2;40;4,5;11,8;0,9;6,4;;;;0;;8,2;;;;;;;;;;;;;;3;108;2,7;97,3;24;52;5;7;2;2;0;2;1;1;0;11;0;1;;;;;;;;;;;;22,2;48,1;4,6;6,5;1,9;1,9;0;1,9;0,9;0,9;0;10,2;0;0,9;;;;;;;;;;;;;;1;1;13.03.2016 19:27:16
2222310805300;Hetzerath;1726;1314;412;0;1309;401;75,8;2;18;1291;1,4;98,6;386;491;73;76;20;132;;;;6;;107;;;;;;;;;;;;;;29,9;38;5,7;5,9;1,5;10,2;;;;0,5;;8,3;;;;;;;;;;;;;;8;1301;0,6;99,4;468;506;45;69;15;52;2;3;3;9;6;121;1;1;;;;;;;;;;;;36;38,9;3,5;5,3;1,2;4;0,2;0,2;0,2;0,7;0,5;9,3;0,1;0,1;;;;;;;;;;;;;;1;1;14.03.2016 14:55:39
2222310806200;Hupperath;456;323;133;0;359;130;78,7;2;7;352;1,9;98,1;90;127;14;29;16;33;;;;5;;38;;;;;;;;;;;;;;25,6;36,1;4;8,2;4,5;9,4;;;;1,4;;10,8;;;;;;;;;;;;;;2;357;0,6;99,4;95;146;13;23;15;14;2;2;1;4;1;41;0;0;;;;;;;;;;;;26,6;40,9;3,6;6,4;4,2;3,9;0,6;0,6;0,3;1,1;0,3;11,5;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:17:28
2222310806500;Karl;162;139;23;0;108;23;66,7;2;3;105;2,8;97,2;24;46;6;8;5;3;;;;0;;13;;;;;;;;;;;;;;22,9;43,8;5,7;7,6;4,8;2,9;;;;0;;12,4;;;;;;;;;;;;;;0;108;0;100;31;51;4;4;3;1;1;2;1;0;0;10;0;0;;;;;;;;;;;;28,7;47,2;3,7;3,7;2,8;0,9;0,9;1,9;0,9;0;0;9,3;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:40:02
2222310806900;Klausen;1105;864;241;0;821;235;74,3;2;13;808;1,6;98,4;283;284;41;30;24;39;;;;4;;103;;;;;;;;;;;;;;35;35,1;5,1;3,7;3;4,8;;;;0,5;;12,7;;;;;;;;;;;;;;5;816;0,6;99,4;305;278;42;38;21;20;2;5;3;6;3;93;0;0;;;;;;;;;;;;37,4;34,1;5,1;4,7;2,6;2,5;0,2;0,6;0,4;0,7;0,4;11,4;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:34:11
2222310807400;Laufeld;414;345;69;0;335;64;80,9;2;4;331;1,2;98,8;72;191;14;24;3;10;;;;0;;17;;;;;;;;;;;;;;21,8;57,7;4,2;7,3;0,9;3;;;;0;;5,1;;;;;;;;;;;;;;6;329;1,8;98,2;75;187;10;22;4;6;0;1;0;0;1;23;0;0;;;;;;;;;;;;22,8;56,8;3;6,7;1,2;1,8;0;0,3;0;0;0,3;7;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:52:30
2222310808000;Manderscheid;975;699;276;0;692;262;71;2;13;679;1,9;98,1;162;322;39;55;6;25;;;;5;;65;;;;;;;;;;;;;;23,9;47,4;5,7;8,1;0,9;3,7;;;;0,7;;9,6;;;;;;;;;;;;;;8;684;1,2;98,8;187;312;35;45;10;6;3;3;0;3;5;75;0;0;;;;;;;;;;;;27,3;45,6;5,1;6,6;1,5;0,9;0,4;0,4;0;0,4;0,7;11;0;0;;;;;;;;;;;;;;1;1;13.03.2016 20:13:33
2222310808200;Meerfeld;262;241;21;0;192;21;73,3;2;6;186;3,1;96,9;28;115;4;15;2;5;;;;4;;13;;;;;;;;;;;;;;15,1;61,8;2,2;8,1;1,1;2,7;;;;2,2;;7;;;;;;;;;;;;;;2;190;1;99;39;114;4;10;2;3;0;1;0;2;0;15;0;0;;;;;;;;;;;;20,5;60;2,1;5,3;1,1;1,6;0;0,5;0;1,1;0;7,9;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:48:21
2222310808500;Minderlittgen;534;453;81;0;374;78;70;2;9;365;2,4;97,6;82;142;19;31;14;24;;;;4;;49;;;;;;;;;;;;;;22,5;38,9;5,2;8,5;3,8;6,6;;;;1,1;;13,4;;;;;;;;;;;;;;5;369;1,3;98,7;101;154;10;25;14;8;3;2;0;2;2;48;0;0;;;;;;;;;;;;27,4;41,7;2,7;6,8;3,8;2,2;0,8;0,5;0;0,5;0,5;13;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:07:38
2222310809100;Musweiler;55;44;11;0;43;11;78,2;2;0;43;0;100;7;20;6;5;0;3;;;;0;;2;;;;;;;;;;;;;;16,3;46,5;14;11,6;0;7;;;;0;;4,7;;;;;;;;;;;;;;0;43;0;100;14;19;4;3;0;0;0;0;0;0;0;3;0;0;;;;;;;;;;;;32,6;44,2;9,3;7;0;0;0;0;0;0;0;7;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:24:12
2222310809500;Niederöfflingen;350;309;41;0;265;40;75,7;2;0;265;0;100;64;132;19;13;5;12;;;;4;;16;;;;;;;;;;;;;;24,2;49,8;7,2;4,9;1,9;4,5;;;;1,5;;6;;;;;;;;;;;;;;2;263;0,8;99,2;77;131;14;7;6;7;2;1;2;3;0;12;0;1;;;;;;;;;;;;29,3;49,8;5,3;2,7;2,3;2,7;0,8;0,4;0,8;1,1;0;4,6;0;0,4;;;;;;;;;;;;;;1;1;13.03.2016 19:03:08
2222310809600;Niederscheidweiler;212;177;35;0;162;32;76,4;2;3;159;1,9;98,1;44;72;9;9;7;4;;;;1;;13;;;;;;;;;;;;;;27,7;45,3;5,7;5,7;4,4;2,5;;;;0,6;;8,2;;;;;;;;;;;;;;1;161;0,6;99,4;44;77;5;6;6;2;0;0;1;2;3;15;0;0;;;;;;;;;;;;27,3;47,8;3,1;3,7;3,7;1,2;0;0;0,6;1,2;1,9;9,3;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:03:11
2222310810000;Oberöfflingen;212;174;38;0;159;37;75;2;5;154;3,1;96,9;30;79;5;16;2;10;;;;0;;12;;;;;;;;;;;;;;19,5;51,3;3,2;10,4;1,3;6,5;;;;0;;7,8;;;;;;;;;;;;;;2;157;1,3;98,7;36;87;6;9;1;6;0;0;0;0;0;12;0;0;;;;;;;;;;;;22,9;55,4;3,8;5,7;0,6;3,8;0;0;0;0;0;7,6;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:42:18
2222310810100;Oberscheidweiler;137;123;14;0;118;11;86,1;2;3;115;2,5;97,5;35;49;7;6;2;2;;;;2;;12;;;;;;;;;;;;;;30,4;42,6;6,1;5,2;1,7;1,7;;;;1,7;;10,4;;;;;;;;;;;;;;0;118;0;100;38;44;10;7;1;1;1;0;2;1;2;11;0;0;;;;;;;;;;;;32,2;37,3;8,5;5,9;0,8;0,8;0,8;0;1,7;0,8;1,7;9,3;0;0;;;;;;;;;;;;;;1;1;14.03.2016 14:56:29
2222310810300;Osann-Monzel;1269;970;299;0;953;290;75,1;2;20;933;2,1;97,9;239;389;52;85;30;21;;;;8;;109;;;;;;;;;;;;;;25,6;41,7;5,6;9,1;3,2;2,3;;;;0,9;;11,7;;;;;;;;;;;;;;12;941;1,3;98,7;270;381;44;76;30;10;11;4;1;4;4;106;0;0;;;;;;;;;;;;28,7;40,5;4,7;8,1;3,2;1,1;1,2;0,4;0,1;0,4;0,4;11,3;0;0;;;;;;;;;;;;;;2;2;13.03.2016 19:42:33
2222310810400;Pantenburg;182;139;43;0;145;42;79,7;2;3;142;2,1;97,9;26;80;5;13;2;5;;;;1;;10;;;;;;;;;;;;;;18,3;56,3;3,5;9,2;1,4;3,5;;;;0,7;;7;;;;;;;;;;;;;;1;144;0,7;99,3;28;78;9;10;1;4;0;1;1;2;1;9;0;0;;;;;;;;;;;;19,4;54,2;6,3;6,9;0,7;2,8;0;0,7;0,7;1,4;0,7;6,3;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:58:00
2222310810700;Platten;699;548;151;0;543;147;77,7;2;6;537;1,1;98,9;151;224;22;34;7;24;;;;5;;70;;;;;;;;;;;;;;28,1;41,7;4,1;6,3;1,3;4,5;;;;0,9;;13;;;;;;;;;;;;;;6;537;1,1;98,9;163;235;14;25;5;17;2;2;0;3;3;66;0;2;;;;;;;;;;;;30,4;43,8;2,6;4,7;0,9;3,2;0,4;0,4;0;0,6;0,6;12,3;0;0,4;;;;;;;;;;;;;;1;1;13.03.2016 19:28:28
2222310810800;Plein;514;410;104;0;410;100;79,8;2;4;406;1;99;131;144;32;30;12;12;;;;4;;41;;;;;;;;;;;;;;32,3;35,5;7,9;7,4;3;3;;;;1;;10,1;;;;;;;;;;;;;;5;405;1,2;98,8;141;146;24;33;8;6;1;1;0;3;0;41;0;1;;;;;;;;;;;;34,8;36;5,9;8,1;2;1,5;0,2;0,2;0;0,7;0;10,1;0;0,2;;;;;;;;;;;;;;1;1;14.03.2016 14:57:13
2222310811100;Rivenich;567;460;107;0;391;100;69;2;15;376;3,8;96,2;135;125;16;26;7;20;;;;0;;47;;;;;;;;;;;;;;35,9;33,2;4,3;6,9;1,9;5,3;;;;0;;12,5;;;;;;;;;;;;;;8;383;2;98;149;129;9;24;5;15;4;1;0;0;0;46;1;0;;;;;;;;;;;;38,9;33,7;2,3;6,3;1,3;3,9;1;0,3;0;0;0;12;0,3;0;;;;;;;;;;;;;;1;1;13.03.2016 20:14:42
2222310811300;Salmtal;1885;1505;379;1;1394;359;74;2;29;1365;2,1;97,9;380;621;62;82;37;70;;;;9;;104;;;;;;;;;;;;;;27,8;45,5;4,5;6;2,7;5,1;;;;0,7;;7,6;;;;;;;;;;;;;;15;1379;1,1;98,9;443;626;53;58;30;29;11;4;2;5;7;111;0;0;;;;;;;;;;;;32,1;45,4;3,8;4,2;2,2;2,1;0,8;0,3;0,1;0,4;0,5;8;0;0;;;;;;;;;;;;;;2;2;13.03.2016 19:52:42
2222310811400;Schladt;97;84;13;0;78;13;80,4;2;1;77;1,3;98,7;16;36;4;8;0;6;;;;1;;6;;;;;;;;;;;;;;20,8;46,8;5,2;10,4;0;7,8;;;;1,3;;7,8;;;;;;;;;;;;;;1;77;1,3;98,7;15;43;5;2;2;2;0;0;0;1;0;7;0;0;;;;;;;;;;;;19,5;55,8;6,5;2,6;2,6;2,6;0;0;0;1,3;0;9,1;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:41:47
2222310811600;Schwarzenborn;40;34;6;0;31;6;77,5;2;1;30;3,2;96,8;11;11;0;3;1;0;;;;2;;2;;;;;;;;;;;;;;36,7;36,7;0;10;3,3;0;;;;6,7;;6,7;;;;;;;;;;;;;;1;30;3,2;96,8;13;12;0;3;1;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;43,3;40;0;10;3,3;0;0;0;0;0;0;3,3;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:29:35
2222310811700;Sehlem;719;580;139;0;526;136;73,2;2;4;522;0,8;99,2;154;211;17;36;10;26;;;;4;;64;;;;;;;;;;;;;;29,5;40,4;3,3;6,9;1,9;5;;;;0,8;;12,3;;;;;;;;;;;;;;7;519;1,3;98,7;173;211;11;30;8;8;4;3;2;6;0;62;0;1;;;;;;;;;;;;33,3;40,7;2,1;5,8;1,5;1,5;0,8;0,6;0,4;1,2;0;11,9;0;0,2;;;;;;;;;;;;;;1;1;13.03.2016 19:18:50
2222310812700;Wallscheid;283;228;55;0;209;52;73,9;2;2;207;1;99;43;103;14;16;5;5;;;;3;;18;;;;;;;;;;;;;;20,8;49,8;6,8;7,7;2,4;2,4;;;;1,4;;8,7;;;;;;;;;;;;;;1;208;0,5;99,5;45;108;15;10;4;2;0;0;0;3;0;21;0;0;;;;;;;;;;;;21,6;51,9;7,2;4,8;1,9;1;0;0;0;1,4;0;10,1;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:36:44
2222310850300;Landscheid;1597;1286;311;0;1027;268;64,3;2;14;1013;1,4;98,6;212;328;34;100;22;181;;;;4;;132;;;;;;;;;;;;;;20,9;32,4;3,4;9,9;2,2;17,9;;;;0,4;;13;;;;;;;;;;;;;;12;1015;1,2;98,8;288;383;23;73;26;61;2;0;2;3;2;152;0;0;;;;;;;;;;;;28,4;37,7;2,3;7,2;2,6;6;0,2;0;0,2;0,3;0,2;15;0;0;;;;;;;;;;;;;;3;3;13.03.2016 19:26:42
2222310850400;Niersbach;544;449;95;0;391;91;71,9;2;9;382;2,3;97,7;97;149;9;48;13;29;;;;3;;34;;;;;;;;;;;;;;25,4;39;2,4;12,6;3,4;7,6;;;;0,8;;8,9;;;;;;;;;;;;;;10;381;2,6;97,4;123;150;9;16;13;19;0;1;1;2;2;44;0;1;;;;;;;;;;;;32,3;39,4;2,4;4,2;3,4;5;0;0,3;0,3;0,5;0,5;11,5;0;0,3;;;;;;;;;;;;;;2;2;13.03.2016 18:57:31
2222310900000;Traben-Trarbach, VG;13741;10850;2891;0;9682;2773;70,5;2;199;9483;2,1;97,9;3221;3455;415;800;226;278;;;;129;;959;;;;;;;;;;;;;;34;36,4;4,4;8,4;2,4;2,9;;;;1,4;;10,1;;;;;;;;;;;;;;175;9507;1,8;98,2;3310;3416;380;808;230;171;55;58;5;61;42;957;6;8;;;;;;;;;;;;34,8;35,9;4;8,5;2,4;1,8;0,6;0,6;0,1;0,6;0,4;10,1;0,1;0,1;;;;;;;;;;;;;;31;31;14.03.2016 13:36:46
2222310900400;Bausendorf;1010;844;166;0;677;152;67;2;21;656;3,1;96,9;179;267;23;51;26;22;;;;13;;75;;;;;;;;;;;;;;27,3;40,7;3,5;7,8;4;3,4;;;;2;;11,4;;;;;;;;;;;;;;21;656;3,1;96,9;183;270;24;42;21;18;7;4;0;7;1;79;0;0;;;;;;;;;;;;27,9;41,2;3,7;6,4;3,2;2,7;1,1;0,6;0;1,1;0,2;12;0;0;;;;;;;;;;;;;;2;2;14.03.2016 13:35:02
2222310900500;Bengel;660;543;117;0;460;105;69,7;2;9;451;2;98;150;162;23;26;16;10;;;;0;;64;;;;;;;;;;;;;;33,3;35,9;5,1;5,8;3,5;2,2;;;;0;;14,2;;;;;;;;;;;;;;3;457;0,7;99,3;163;163;17;21;12;4;4;3;0;0;2;68;0;0;;;;;;;;;;;;35,7;35,7;3,7;4,6;2,6;0,9;0,9;0,7;0;0;0,4;14,9;0;0;;;;;;;;;;;;;;1;1;14.03.2016 13:35:31
2222310901400;Burg (Mosel);309;244;65;0;222;63;71,8;2;7;215;3,2;96,8;60;90;10;20;3;3;;;;3;;26;;;;;;;;;;;;;;27,9;41,9;4,7;9,3;1,4;1,4;;;;1,4;;12,1;;;;;;;;;;;;;;8;214;3,6;96,4;57;85;14;16;4;3;1;1;0;3;0;30;0;0;;;;;;;;;;;;26,6;39,7;6,5;7,5;1,9;1,4;0,5;0,5;0;1,4;0;14;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:46:54
2222310902000;Diefenbach;65;59;6;0;43;6;66,2;2;1;42;2,3;97,7;9;15;2;3;3;3;;;;1;;6;;;;;;;;;;;;;;21,4;35,7;4,8;7,1;7,1;7,1;;;;2,4;;14,3;;;;;;;;;;;;;;0;43;0;100;8;17;1;4;2;2;1;1;0;1;0;6;0;0;;;;;;;;;;;;18,6;39,5;2,3;9,3;4,7;4,7;2,3;2,3;0;2,3;0;14;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:22:13
2222310902900;Enkirch;1204;863;341;0;920;326;76,4;2;19;901;2,1;97,9;380;273;54;87;15;15;;;;15;;62;;;;;;;;;;;;;;42,2;30,3;6;9,7;1,7;1,7;;;;1,7;;6,9;;;;;;;;;;;;;;10;910;1,1;98,9;421;247;46;83;19;10;4;0;1;6;4;66;1;2;;;;;;;;;;;;46,3;27,1;5,1;9,1;2,1;1,1;0,4;0;0,1;0,7;0,4;7,3;0,1;0,2;;;;;;;;;;;;;;2;2;13.03.2016 19:23:47
2222310903300;Flußbach;374;324;50;0;260;48;69,5;2;12;248;4,6;95,4;69;100;12;16;6;17;;;;1;;27;;;;;;;;;;;;;;27,8;40,3;4,8;6,5;2,4;6,9;;;;0,4;;10,9;;;;;;;;;;;;;;32;228;12,3;87,7;71;102;9;15;8;8;4;3;1;1;1;4;0;1;;;;;;;;;;;;31,1;44,7;3,9;6,6;3,5;3,5;1,8;1,3;0,4;0,4;0,4;1,8;0;0,4;;;;;;;;;;;;;;1;1;13.03.2016 20:13:52
2222310905700;Hontheim;641;547;94;0;436;90;68;2;6;430;1,4;98,6;114;207;16;28;5;13;;;;2;;45;;;;;;;;;;;;;;26,5;48,1;3,7;6,5;1,2;3;;;;0,5;;10,5;;;;;;;;;;;;;;2;434;0,5;99,5;125;203;10;30;6;11;1;3;0;0;2;42;1;0;;;;;;;;;;;;28,8;46,8;2,3;6,9;1,4;2,5;0,2;0,7;0;0;0,5;9,7;0,2;0;;;;;;;;;;;;;;3;3;14.03.2016 13:36:12
2222310906700;Kinderbeuern;835;739;96;0;552;94;66,1;2;15;537;2,7;97,3;199;186;20;29;12;20;;;;2;;69;;;;;;;;;;;;;;37,1;34,6;3,7;5,4;2,2;3,7;;;;0,4;;12,8;;;;;;;;;;;;;;12;540;2,2;97,8;196;178;23;29;11;17;2;6;0;3;1;73;0;1;;;;;;;;;;;;36,3;33;4,3;5,4;2;3,1;0,4;1,1;0;0,6;0,2;13,5;0;0,2;;;;;;;;;;;;;;2;2;13.03.2016 18:59:42
2222310906800;Kinheim;618;472;146;0;461;144;74,6;2;13;448;2,8;97,2;117;234;7;34;11;11;;;;4;;30;;;;;;;;;;;;;;26,1;52,2;1,6;7,6;2,5;2,5;;;;0,9;;6,7;;;;;;;;;;;;;;7;454;1,5;98,5;114;234;9;39;10;9;2;3;0;1;3;30;0;0;;;;;;;;;;;;25,1;51,5;2;8,6;2,2;2;0,4;0,7;0;0,2;0,7;6,6;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:53:54
2222310907200;Kröv;1844;1446;398;0;1350;379;73,2;2;24;1326;1,8;98,2;324;590;31;186;17;36;;;;11;;131;;;;;;;;;;;;;;24,4;44,5;2,3;14;1,3;2,7;;;;0,8;;9,9;;;;;;;;;;;;;;24;1326;1,8;98,2;327;594;32;167;21;21;6;11;1;5;2;136;2;1;;;;;;;;;;;;24,7;44,8;2,4;12,6;1,6;1,6;0,5;0,8;0,1;0,4;0,2;10,3;0,2;0,1;;;;;;;;;;;;;;3;3;14.03.2016 13:36:46
2222310911000;Reil;855;707;148;0;639;147;74,7;2;10;629;1,6;98,4;255;211;35;53;11;6;;;;9;;49;;;;;;;;;;;;;;40,5;33,5;5,6;8,4;1,7;1;;;;1,4;;7,8;;;;;;;;;;;;;;7;632;1,1;98,9;239;227;35;52;17;1;4;3;0;3;2;49;0;0;;;;;;;;;;;;37,8;35,9;5,5;8,2;2,7;0,2;0,6;0,5;0;0,5;0,3;7,8;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:41:07
2222310912000;Starkenburg;185;135;50;0;159;47;85,9;2;0;159;0;100;56;60;7;19;1;3;;;;3;;10;;;;;;;;;;;;;;35,2;37,7;4,4;11,9;0,6;1,9;;;;1,9;;6,3;;;;;;;;;;;;;;1;158;0,6;99,4;60;62;7;15;2;0;0;0;0;3;0;9;0;0;;;;;;;;;;;;38;39,2;4,4;9,5;1,3;0;0;0;0;1,9;0;5,7;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:32:39
2222310912400;Traben-Trarbach;4198;3171;1027;0;2784;995;66,3;2;47;2737;1,7;98,3;969;901;132;199;77;97;;;;59;;303;;;;;;;;;;;;;;35,4;32,9;4,8;7,3;2,8;3,5;;;;2,2;;11,1;;;;;;;;;;;;;;34;2750;1,2;98,8;1006;877;117;243;74;58;14;16;1;25;16;300;1;2;;;;;;;;;;;;36,6;31,9;4,3;8,8;2,7;2,1;0,5;0,6;0;0,9;0,6;10,9;0;0,1;;;;;;;;;;;;;;8;8;13.03.2016 19:57:37
2222310913200;Willwerscheid;49;41;8;0;38;8;77,6;2;7;31;18,4;81,6;12;7;3;1;1;1;;;;0;;6;;;;;;;;;;;;;;38,7;22,6;9,7;3,2;3,2;3,2;;;;0;;19,4;;;;;;;;;;;;;;2;36;5,3;94,7;13;6;4;2;3;0;0;0;0;0;3;5;0;0;;;;;;;;;;;;36,1;16,7;11,1;5,6;8,3;0;0;0;0;0;8,3;13,9;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:27:13
2222310920600;Lötzbeuren;359;287;72;0;253;64;70,5;2;1;252;0,4;99,6;119;33;26;20;15;8;;;;3;;28;;;;;;;;;;;;;;47,2;13,1;10,3;7,9;6;3,2;;;;1,2;;11,1;;;;;;;;;;;;;;5;248;2;98;118;38;18;21;11;3;3;0;0;2;4;28;1;1;;;;;;;;;;;;47,6;15,3;7,3;8,5;4,4;1,2;1,2;0;0;0,8;1,6;11,3;0,4;0,4;;;;;;;;;;;;;;1;1;13.03.2016 19:34:29
2222310950100;Irmenach;535;428;107;0;428;105;80;2;7;421;1,6;98,4;209;119;14;28;7;13;;;;3;;28;;;;;;;;;;;;;;49,6;28,3;3,3;6,7;1,7;3,1;;;;0,7;;6,7;;;;;;;;;;;;;;7;421;1,6;98,4;209;113;14;29;9;6;2;4;1;1;1;32;0;0;;;;;;;;;;;;49,6;26,8;3,3;6,9;2,1;1,4;0,5;1;0,2;0,2;0,2;7,6;0;0;;;;;;;;;;;;;;2;2;13.03.2016 20:08:20
2230000000000;Bernkastel-Kues / Morbach / Kirchberg (Hunsrück);51819;42231;9585;3;36885;9247;71,2;2;1209;35676;3,3;96,7;11987;13518;1596;3381;1415;2877;;;;531;;;;;;371;;;;;;;;;;33,6;37,9;4,5;9,5;4;8,1;;;;1,5;;;;;;1;;;;;;;;;;641;36244;1,7;98,3;12968;12591;1328;2777;959;967;239;124;45;219;168;3765;22;72;;;;;;;;;;;;35,8;34,7;3,7;7,7;2,6;2,7;0,7;0,3;0,1;0,6;0,5;10,4;0,1;0,2;;;;;;;;;;;;Licht, Alexander;CDU;127;127;16.03.2016 07:27:27
2231400000000;Rhein-Hunsrück-Kreis, Teilkreis;15374;13251;2123;0;10415;2038;67,7;2;414;10001;4;96;4016;3223;381;1033;494;666;;;;144;;;;;;44;;;;;;;;;;40,2;32,2;3,8;10,3;4,9;6,7;;;;1,4;;;;;;0,4;;;;;;;;;;192;10223;1,8;98,2;4096;2969;305;830;253;193;78;51;14;59;39;1280;11;45;;;;;;;;;;;;40,1;29;3;8,1;2,5;1,9;0,8;0,5;0,1;0,6;0,4;12,5;0,1;0,4;;;;;;;;;;;;;;45;45;15.03.2016 10:06:22
2231400400000;Kirchberg (Hunsrück), VG;15374;13251;2123;0;10415;2038;67,7;2;414;10001;4;96;4016;3223;381;1033;494;666;;;;144;;;;;;44;;;;;;;;;;40,2;32,2;3,8;10,3;4,9;6,7;;;;1,4;;;;;;0,4;;;;;;;;;;192;10223;1,8;98,2;4096;2969;305;830;253;193;78;51;14;59;39;1280;11;45;;;;;;;;;;;;40,1;29;3;8,1;2,5;1,9;0,8;0,5;0,1;0,6;0,4;12,5;0,1;0,4;;;;;;;;;;;;;;45;45;15.03.2016 10:06:22
2231400400600;Bärenbach;345;319;26;0;224;25;64,9;2;19;205;8,5;91,5;94;59;9;10;11;19;;;;2;;;;;;1;;;;;;;;;;45,9;28,8;4,4;4,9;5,4;9,3;;;;1;;;;;;0,5;;;;;;;;;;9;215;4;96;91;51;11;8;7;5;0;0;0;1;3;38;0;0;;;;;;;;;;;;42,3;23,7;5,1;3,7;3,3;2,3;0;0;0;0,5;1,4;17,7;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:54:50
